Row,Component_1,Component_2,Component_3
lh_superiorfrontal-rh_parsorbitalis,-1.57088372716932e-05,-2.13459697743141e-05,-3.50407706158168e-05
lh_superiorfrontal-rh_parstriangularis,-7.44842313913392e-06,-1.08174920707567e-06,2.21675884148283e-06
lh_superiorfrontal-rh_pericalcarine,5.71418214292427e-06,2.19886289803208e-05,-1.47966902759877e-05
lh_superiorfrontal-rh_postcentral,-4.47409887569862e-06,1.22996927557405e-05,2.1373303446092e-06
lh_superiorfrontal-rh_posteriorcingulate,-3.99074792208448e-06,1.49812161739351e-05,7.10246393415085e-06
lh_superiorfrontal-rh_precentral,-1.53157822454037e-05,-7.8941331367395e-06,2.25463327682838e-06
lh_superiorfrontal-rh_precuneus,-9.96933246460353e-06,-4.05722596859155e-06,-2.78004885626956e-05
lh_superiorfrontal-rh_rostralanteriorcingulate,-2.11965759922405e-05,-1.06241154868475e-05,9.06914673777376e-06
lh_superiorfrontal-rh_rostralmiddlefrontal,-5.68507007188698e-06,2.99441847131957e-06,-1.28627690586359e-05
lh_superiorfrontal-rh_superiorfrontal,-1.76094362311228e-05,-9.39796873908036e-06,9.24525757658303e-06
lh_superiorfrontal-rh_superiorparietal,2.60016611908245e-07,2.1254595723913e-05,1.5252770233241e-05
lh_superiorfrontal-rh_superiortemporal,-1.36458843276086e-05,-3.63013683376527e-06,6.39469072039096e-08
lh_superiorfrontal-rh_supramarginal,-2.12533353198533e-05,-2.1466164290371e-05,-2.2618542523762e-05
lh_superiorfrontal-rh_frontalpole,-1.57211723528768e-05,-1.80422506770426e-05,-1.97844374555414e-05
lh_superiorfrontal-rh_temporalpole,1.20390130596404e-06,1.7614366698524e-05,-9.50122006201259e-06
lh_superiorfrontal-rh_transversetemporal,-1.34923731644733e-05,-1.06813453264742e-05,-1.49840349290924e-05
lh_superiorfrontal-rh_insula,-9.2838090646448e-06,6.36039489558001e-06,-2.18621861405132e-06
lh_superiorparietal-lh_superiortemporal,9.33676330175831e-06,4.26610305688435e-05,5.10287547336563e-05
lh_superiorparietal-lh_supramarginal,1.24078543794631e-06,2.63231218875167e-05,2.41850733338977e-05
lh_superiorparietal-lh_frontalpole,-1.63828511578045e-05,-1.35555305459112e-05,-7.19194548212415e-07
lh_superiorparietal-lh_temporalpole,3.35474893234084e-06,3.0513163605383e-05,1.64857816973937e-05
lh_superiorparietal-lh_transversetemporal,-3.95969959650606e-06,1.16974303118456e-05,2.70584393339904e-05
lh_superiorparietal-lh_insula,6.42087557117337e-06,3.13001707982443e-05,3.15491293858023e-05
lh_superiorparietal-rh_bankssts,-3.94526322917857e-06,1.0602447444636e-05,1.44478843448862e-05
lh_superiorparietal-rh_caudalanteriorcingulate,-6.80967468416094e-06,1.1536440017151e-05,2.04664949494726e-05
lh_superiorparietal-rh_caudalmiddlefrontal,-2.95942049098899e-06,1.43132879788592e-05,1.27165688050157e-05
lh_superiorparietal-rh_cuneus,-3.96247549367358e-07,6.9339325474943e-06,-3.49489187984584e-05
lh_superiorparietal-rh_entorhinal,4.83293087769738e-07,1.8225704264093e-05,1.89791400573253e-05
lh_superiorparietal-rh_fusiform,-1.47236768925029e-06,2.40183081826436e-05,3.28068510564056e-05
lh_superiorparietal-rh_inferiorparietal,-1.1490840902374e-06,2.31742355471159e-05,4.15060288625847e-05
lh_superiorparietal-rh_inferiortemporal,-6.80316374440678e-07,2.62687671157907e-05,3.55423192152957e-05
lh_superiorparietal-rh_isthmuscingulate,9.3195696901311e-06,3.44057209177238e-05,3.26592858377313e-05
lh_superiorparietal-rh_lateraloccipital,1.21669133750308e-07,2.03441319549437e-05,1.33310519000305e-05
lh_superiorparietal-rh_lateralorbitofrontal,-9.25775410745495e-06,8.09509208558502e-06,7.17822649582036e-06
lh_superiorparietal-rh_lingual,6.87302393664909e-06,3.03109122494603e-05,9.18174608234031e-06
lh_superiorparietal-rh_medialorbitofrontal,-9.39256267522629e-06,1.17385756694051e-05,3.83621956184365e-05
lh_superiorparietal-rh_middletemporal,-1.93735605725856e-07,2.58827636572578e-05,2.94791215376581e-05
lh_superiorparietal-rh_parahippocampal,-5.71406123372225e-06,8.58963502187125e-06,2.48262054009068e-05
lh_superiorparietal-rh_paracentral,-6.99359621627879e-06,5.07849109752659e-06,-1.00365201699385e-05
lh_superiorparietal-rh_parsopercularis,-4.17618062761488e-07,1.74752506856551e-05,1.52946535334319e-05
lh_superiorparietal-rh_parsorbitalis,-5.92305786777494e-06,1.3159035769002e-05,3.13620520107615e-05
lh_superiorparietal-rh_parstriangularis,-1.14357877316139e-05,-8.09372835799457e-06,-3.18347313773974e-05
lh_superiorparietal-rh_pericalcarine,7.39971002903095e-06,1.84553299214066e-05,-1.39985675341186e-05
lh_superiorparietal-rh_postcentral,-2.62588083716798e-06,1.87857177631228e-05,3.50852878151063e-05
lh_superiorparietal-rh_posteriorcingulate,-6.15680467658298e-07,2.35934151578926e-05,3.62943439107216e-05
lh_superiorparietal-rh_precentral,5.6410237056416e-06,3.25970327407112e-05,4.22728470394068e-05
lh_superiorparietal-rh_precuneus,-6.50827206676699e-07,2.03511749377416e-05,3.06997084651018e-05
lh_superiorparietal-rh_rostralanteriorcingulate,-1.80922083067277e-05,-6.88755911936916e-06,5.03535017011715e-06
lh_superiorparietal-rh_rostralmiddlefrontal,-1.0358221694857e-05,7.35676632740949e-06,2.06660814076655e-05
lh_superiorparietal-rh_superiorfrontal,-6.99578860061996e-06,1.00796290889502e-05,7.7145004981732e-06
lh_superiorparietal-rh_superiorparietal,-1.13982216111828e-05,1.77402666412677e-06,1.33871891115191e-05
lh_superiorparietal-rh_superiortemporal,8.49107389921287e-06,4.07069554853904e-05,5.79429611894153e-05
lh_superiorparietal-rh_supramarginal,2.64464771430699e-06,3.10187325897127e-05,4.95521436713555e-05
lh_superiorparietal-rh_frontalpole,-1.91737570719186e-05,-1.59511024195212e-05,3.60366918584533e-06
lh_superiorparietal-rh_temporalpole,2.65497313305046e-06,2.76091956172695e-05,1.14245833627838e-05
lh_superiorparietal-rh_transversetemporal,-4.3907986821488e-06,1.05119261441565e-05,3.05496743085925e-05
lh_superiorparietal-rh_insula,1.01284001957233e-06,2.06246966801211e-05,1.47549135264592e-05
lh_superiortemporal-lh_supramarginal,-7.1563722235752e-06,8.55191857983505e-06,2.01842048028457e-05
lh_superiortemporal-lh_frontalpole,-8.83690983652867e-06,3.84847680415391e-06,1.84488696763828e-05
lh_superiortemporal-lh_temporalpole,-8.01775516535566e-06,-9.20690577869785e-07,-2.12010731101306e-05
lh_superiortemporal-lh_transversetemporal,-1.41019076520518e-05,-8.65793837497859e-06,-1.71124506369517e-05
lh_superiortemporal-lh_insula,-1.90523478491353e-05,-1.77366563372374e-05,-5.16271941148733e-05
lh_superiortemporal-rh_bankssts,-1.49884604225456e-05,-1.14136978982234e-05,-8.58699204625051e-06
lh_superiortemporal-rh_caudalanteriorcingulate,-4.03581448241294e-06,2.03386080405486e-05,4.10851871038668e-05
lh_superiortemporal-rh_caudalmiddlefrontal,-7.02468403230392e-06,1.40037906277336e-05,3.43799598746041e-05
lh_superiortemporal-rh_cuneus,4.95001357394826e-06,2.3088432953911e-05,-2.02489833207004e-05
lh_superiortemporal-rh_entorhinal,-8.70375044505711e-06,-5.8937036046357e-06,-9.04720205756676e-06
lh_superiortemporal-rh_fusiform,-1.86629029842947e-05,-1.23314604374061e-05,-1.7391381288476e-05
lh_superiortemporal-rh_inferiorparietal,-1.35244530897026e-06,1.65180405951355e-05,2.5277450536779e-05
lh_superiortemporal-rh_inferiortemporal,-1.85737618961034e-05,-1.33273533250289e-05,-1.26987722483114e-05
lh_superiortemporal-rh_isthmuscingulate,3.28231849688569e-06,2.08368020907406e-05,-1.32731199971663e-05
lh_superiortemporal-rh_lateraloccipital,4.17594661878539e-06,2.67970045808999e-05,1.04369648101155e-05
lh_superiortemporal-rh_lateralorbitofrontal,-1.51610034315253e-05,-5.17821521681976e-06,1.56138497665321e-06
lh_superiortemporal-rh_lingual,5.08711520426623e-06,3.01786393055184e-05,-2.60641035773254e-06
lh_superiortemporal-rh_medialorbitofrontal,-4.11476523021976e-06,1.47352963324111e-05,2.79708599471187e-05
lh_superiortemporal-rh_middletemporal,-2.13068475619121e-05,-2.36109125082901e-05,-4.15132593225674e-05
lh_superiortemporal-rh_parahippocampal,-5.36277544983559e-06,9.87566897502507e-06,1.84428551065692e-05
lh_superiortemporal-rh_paracentral,-3.62114974580922e-06,1.48543971657574e-05,3.15702053803493e-05
lh_superiortemporal-rh_parsopercularis,-7.39586156051315e-06,1.08602679519154e-05,2.76359048284042e-05
lh_superiortemporal-rh_parsorbitalis,-1.26962363372554e-06,1.80630195623454e-05,4.44254661938445e-05
lh_superiortemporal-rh_parstriangularis,7.53746194618749e-06,3.85570680416803e-05,7.56938819423084e-05
lh_superiortemporal-rh_pericalcarine,6.18605041516333e-06,2.05650493916851e-05,-2.40830193555144e-05
lh_superiortemporal-rh_postcentral,1.72665332103959e-06,2.54687436105215e-05,2.62288818585285e-05
lh_superiortemporal-rh_posteriorcingulate,-8.71883737616307e-06,6.79793413590529e-06,9.27883886231884e-07
lh_superiortemporal-rh_precentral,-4.58489452378856e-06,1.99442492048391e-05,5.37702703279445e-05
lh_superiortemporal-rh_precuneus,3.99554737551649e-07,2.17473785405248e-05,2.3771293384493e-05
lh_superiortemporal-rh_rostralanteriorcingulate,-2.63605396930809e-05,-1.89574032085324e-05,-4.63330733496867e-06
lh_superiortemporal-rh_rostralmiddlefrontal,4.59904774567303e-06,2.83093538382185e-05,3.49360758633909e-05
lh_superiortemporal-rh_superiorfrontal,-1.16316590532099e-05,2.69991965409544e-06,1.85768458527364e-05
lh_superiortemporal-rh_superiorparietal,1.1257788607565e-05,4.43899148983797e-05,5.60249036389374e-05
lh_superiortemporal-rh_superiortemporal,-1.54241782263667e-05,-7.94520140743489e-06,1.01123649337327e-06
lh_superiortemporal-rh_supramarginal,-6.86622461907395e-06,1.29526893292464e-05,3.63539827186459e-05
lh_superiortemporal-rh_frontalpole,-8.05421232609734e-06,5.27012928187049e-06,2.1319953965486e-05
lh_superiortemporal-rh_temporalpole,-8.42366855401378e-06,-1.0592179070215e-06,-2.67781428291963e-05
lh_superiortemporal-rh_transversetemporal,-9.61547286740817e-06,1.89943940201973e-06,1.26580187326781e-05
lh_superiortemporal-rh_insula,-2.16308211147998e-05,-2.22529114717932e-05,-5.46735161821659e-05
lh_supramarginal-lh_frontalpole,-1.82730480912063e-05,-1.53785544734742e-05,-5.70387039673179e-06
lh_supramarginal-lh_temporalpole,-3.43644812656795e-06,1.3722279260342e-05,-1.99044944377448e-06
lh_supramarginal-lh_transversetemporal,-1.34512931119831e-05,-1.19159164626487e-05,-1.76931026649938e-05
lh_supramarginal-lh_insula,-3.37881007738889e-06,8.95128282965395e-06,2.8217841319483e-06
lh_supramarginal-rh_bankssts,-1.58418291760038e-05,-1.68316082096936e-05,-1.93258817757334e-05
lh_supramarginal-rh_caudalanteriorcingulate,-2.85970384361917e-06,1.67869237230695e-05,3.45105589026238e-05
lh_supramarginal-rh_caudalmiddlefrontal,-1.53762055150633e-05,-9.02500854322785e-06,4.68969266562458e-06
lh_supramarginal-rh_cuneus,1.63690350728106e-06,1.39424513775802e-05,-3.90409194680519e-05
lh_supramarginal-rh_entorhinal,-6.37596552131393e-06,-3.7886702702622e-07,-3.39982651954194e-07
lh_supramarginal-rh_fusiform,-1.48481599418142e-05,-8.88947459657046e-06,-1.23769103624109e-05
lh_supramarginal-rh_inferiorparietal,-1.10812865076667e-05,-6.81309831738708e-06,-3.75064373969165e-06
lh_supramarginal-rh_inferiortemporal,-1.49728516614018e-05,-8.97980856060839e-06,-3.24138915048539e-06
lh_supramarginal-rh_isthmuscingulate,7.76348238621298e-06,2.43126476406409e-05,-3.925256545109e-06
lh_supramarginal-rh_lateraloccipital,1.36681501767782e-06,1.80558131772097e-05,-5.31974268256031e-06
lh_supramarginal-rh_lateralorbitofrontal,-1.925722034914e-05,-1.85364396729543e-05,-1.73088127400153e-05
lh_supramarginal-rh_lingual,4.72774712155317e-06,2.55924447829666e-05,-1.37538936389017e-05
lh_supramarginal-rh_medialorbitofrontal,-1.14107973896186e-05,-4.08499919460237e-06,5.8957990684904e-06
lh_supramarginal-rh_middletemporal,-1.54237823378848e-05,-1.23277210426884e-05,-1.40568585711415e-05
lh_supramarginal-rh_parahippocampal,-8.66281407556644e-06,-5.91444430675322e-07,3.36326299532487e-06
lh_supramarginal-rh_paracentral,-1.08380242630302e-05,-6.67591180816385e-07,1.99798694037351e-06
lh_supramarginal-rh_parsopercularis,-1.32873285451601e-05,-7.76166208415887e-06,-4.95652385284993e-06
lh_supramarginal-rh_parsorbitalis,-1.43476475403835e-05,-9.98638783006594e-06,2.59226653359717e-06
lh_supramarginal-rh_parstriangularis,-8.32675304661715e-06,-3.23371311661108e-06,9.61836745768257e-07
lh_supramarginal-rh_pericalcarine,8.09700757492889e-06,2.42946894429013e-05,-1.53931546961068e-05
lh_supramarginal-rh_postcentral,-2.68955620097656e-06,1.57765333077903e-05,1.08566502867348e-05
lh_supramarginal-rh_posteriorcingulate,-5.21003021499029e-06,9.20793378104226e-06,7.61545622937648e-06
lh_supramarginal-rh_precentral,-1.14788580571978e-05,-2.79010291779398e-06,1.30163792326607e-05
lh_supramarginal-rh_precuneus,-8.40398167720318e-06,6.16693000318002e-07,-1.13349297759929e-05
lh_supramarginal-rh_rostralanteriorcingulate,-2.62364882384108e-05,-2.30464073088889e-05,-6.26123237790764e-06
lh_supramarginal-rh_rostralmiddlefrontal,-7.69318441700493e-06,-5.2223582306679e-06,-1.89967801966473e-05
lh_supramarginal-rh_superiorfrontal,-2.75045810422099e-05,-3.58176479890396e-05,-4.51555760051324e-05
lh_supramarginal-rh_superiorparietal,5.40766781848302e-06,3.23521808409751e-05,4.04655855600249e-05
lh_supramarginal-rh_superiortemporal,-8.78278648620892e-06,6.66448899644965e-06,2.24833855443592e-05
lh_supramarginal-rh_supramarginal,-1.62778388489293e-05,-1.17312052793979e-05,1.03657656189004e-06
lh_supramarginal-rh_frontalpole,-1.84972676217285e-05,-1.4320570871562e-05,2.65816195206697e-06
lh_supramarginal-rh_temporalpole,-3.33934270215355e-06,1.30353742347768e-05,-6.95559603441562e-06
lh_supramarginal-rh_transversetemporal,-1.05871671571109e-05,-3.60797176948498e-06,8.55297673956525e-06
lh_supramarginal-rh_insula,-6.92736462631856e-06,2.90357357472304e-06,-4.44733556435399e-06
lh_frontalpole-lh_temporalpole,9.90738734540174e-06,3.56884495853392e-05,3.38965676321711e-05
lh_frontalpole-lh_transversetemporal,-2.19245399888432e-05,-2.32304257683152e-05,-2.60773034279564e-05
lh_frontalpole-lh_insula,-7.94475327607313e-06,7.27689824141098e-06,4.56206237341365e-07
lh_frontalpole-rh_bankssts,-1.86048099593843e-05,-1.75413115963244e-05,-1.44243361734748e-05
lh_frontalpole-rh_caudalanteriorcingulate,-1.37211821922966e-05,6.66709723054103e-07,1.3387541077111e-05
lh_frontalpole-rh_caudalmiddlefrontal,-2.0841941237247e-05,-1.91713953597808e-05,-1.56452292363846e-05
lh_frontalpole-rh_cuneus,-4.24236300203774e-06,2.25932606372813e-06,-2.28283928387958e-05
lh_frontalpole-rh_entorhinal,2.56606039365864e-06,2.03172980465729e-05,3.22893316870553e-05
lh_frontalpole-rh_fusiform,-1.35102154776225e-05,-5.92726061995795e-06,-8.79663221917387e-06
lh_frontalpole-rh_inferiorparietal,-1.15038526568548e-05,-1.18079956769398e-06,3.67770746982622e-05
lh_frontalpole-rh_inferiortemporal,-1.1020681075015e-05,1.74419352281083e-06,1.74629445365629e-05
lh_frontalpole-rh_isthmuscingulate,-8.67073051401788e-06,4.59276676725228e-07,-1.51757132924102e-05
lh_frontalpole-rh_lateraloccipital,-1.29931865497592e-05,-9.98492655443649e-06,-1.66228588656376e-05
lh_frontalpole-rh_lateralorbitofrontal,-1.85727516007597e-05,-1.6973587363514e-05,-2.14067937253287e-05
lh_frontalpole-rh_lingual,-5.46952603225735e-06,6.73425477842965e-06,-1.85727848330635e-05
lh_frontalpole-rh_medialorbitofrontal,-4.03677899460567e-06,7.22060938553878e-06,3.25450357487025e-05
lh_frontalpole-rh_middletemporal,-1.36847239309216e-05,-4.72695278701981e-06,6.1652390138671e-07
lh_frontalpole-rh_parahippocampal,-1.43070060911691e-05,-6.99536970097076e-06,-8.05196533193213e-06
lh_frontalpole-rh_paracentral,-7.31630654430202e-06,6.27523183737355e-06,2.94782841525908e-05
lh_frontalpole-rh_parsopercularis,-1.64924464824604e-05,-1.8469895545329e-05,-2.34825167892709e-05
lh_frontalpole-rh_parsorbitalis,-2.17342251482051e-05,-3.87398117752981e-05,-7.1714538973921e-05
lh_frontalpole-rh_parstriangularis,-1.68463485643484e-05,-2.1736248930581e-05,-3.05902871385452e-05
lh_frontalpole-rh_pericalcarine,-1.44993352455613e-06,1.3141146164626e-05,1.01474209237664e-05
lh_frontalpole-rh_postcentral,-1.27335656134638e-05,-2.27067665733305e-06,1.68445264590346e-05
lh_frontalpole-rh_posteriorcingulate,-1.827756491764e-05,-9.73298458260895e-06,-1.60005876024237e-05
lh_frontalpole-rh_precentral,-1.41838135044254e-05,-6.52750083996583e-06,6.07066575997721e-06
lh_frontalpole-rh_precuneus,-8.35754141926386e-06,-3.35244557625872e-06,7.24227912170069e-06
lh_frontalpole-rh_rostralanteriorcingulate,-2.17401154435154e-05,-1.61559012453578e-05,-9.25974556934917e-06
lh_frontalpole-rh_rostralmiddlefrontal,-2.19199929199284e-05,-2.52180973293226e-05,-3.31124440734869e-05
lh_frontalpole-rh_superiorfrontal,-1.42738896039421e-05,-1.29210486284351e-05,-5.89224345880467e-06
lh_frontalpole-rh_superiorparietal,-1.55126876069071e-05,-1.38813156430588e-05,-6.76784452225451e-06
lh_frontalpole-rh_superiortemporal,-9.55741487621202e-06,1.9173577787898e-06,1.54749173353104e-05
lh_frontalpole-rh_supramarginal,-2.05658584856101e-05,-1.89171109379214e-05,-1.21079531436454e-05
lh_frontalpole-rh_frontalpole,-5.25205736780588e-06,-5.32523490422252e-06,8.21745776071738e-06
lh_frontalpole-rh_temporalpole,6.88275455630474e-06,2.71159933682869e-05,1.59006418807331e-05
lh_frontalpole-rh_transversetemporal,-2.6527866852059e-05,-3.52632037325745e-05,-5.83250870828735e-05
lh_frontalpole-rh_insula,-1.08464743998083e-05,2.73505697962553e-06,-3.86201184526979e-06
lh_temporalpole-lh_transversetemporal,-9.6333475240735e-06,2.26239511483321e-06,-1.88949878481031e-05
lh_temporalpole-lh_insula,-1.47241785741698e-05,-9.4728434050506e-06,-6.17466747569411e-05
lh_temporalpole-rh_bankssts,-9.78406720491251e-06,2.35048616686157e-06,-8.70556563407875e-06
lh_temporalpole-rh_caudalanteriorcingulate,-2.5111760040328e-06,2.26299721307584e-05,2.62706322087891e-05
lh_temporalpole-rh_caudalmiddlefrontal,-2.59372640642425e-06,2.01545508699096e-05,1.46250588360547e-05
lh_temporalpole-rh_cuneus,4.86710006526268e-06,2.81563433553378e-05,-2.73571735699434e-06
lh_temporalpole-rh_entorhinal,3.02545128755595e-06,1.72558825791858e-05,1.97583491163501e-05
lh_temporalpole-rh_fusiform,-1.16936969557384e-05,-6.86994466294287e-06,-4.08155831892843e-05
lh_temporalpole-rh_inferiorparietal,1.33096411725906e-06,2.27716605625876e-05,1.50044723522378e-05
lh_temporalpole-rh_inferiortemporal,-9.02514166469342e-06,-1.85098130664858e-06,-3.1369944870979e-05
lh_temporalpole-rh_isthmuscingulate,-1.78136927290333e-06,1.69414242456394e-05,-1.84342638075039e-05
lh_temporalpole-rh_lateraloccipital,1.63818929188312e-06,2.40068131914492e-05,4.48330935343756e-06
lh_temporalpole-rh_lateralorbitofrontal,-2.28726137366364e-06,1.46253492489417e-05,-7.17821879728335e-06
lh_temporalpole-rh_lingual,1.32443676566219e-06,2.57548920947563e-05,-4.88156809347574e-06
lh_temporalpole-rh_medialorbitofrontal,6.91641874925473e-06,2.99574032137857e-05,1.71814266906553e-05
lh_temporalpole-rh_middletemporal,-9.49648624560431e-06,-4.81950519740998e-06,-4.1244855297037e-05
lh_temporalpole-rh_parahippocampal,-6.09734078786494e-06,6.71758600048751e-06,-2.4308280681412e-05
lh_temporalpole-rh_paracentral,3.08989681328862e-06,2.94234409759239e-05,2.96568295687173e-05
lh_temporalpole-rh_parsopercularis,-2.42758029147713e-06,1.57878404169995e-05,5.76450285767305e-06
lh_temporalpole-rh_parsorbitalis,8.867118282626e-07,1.28127732119656e-05,-1.92389516012542e-05
lh_temporalpole-rh_parstriangularis,4.19849370047676e-06,2.72174654777885e-05,1.69143563732632e-05
lh_temporalpole-rh_pericalcarine,3.23350919593433e-06,2.66993268944489e-05,7.01114106700635e-06
lh_temporalpole-rh_postcentral,6.20782183335119e-07,2.43892965343388e-05,1.17010624381213e-05
lh_temporalpole-rh_posteriorcingulate,-1.12786227125242e-05,3.00107002544962e-06,-2.59982143007682e-05
lh_temporalpole-rh_precentral,-1.98666623857953e-06,2.01221411863027e-05,9.20720494320074e-06
