Row,Component_1,Component_2,Component_3
rh_bankssts-rh_pericalcarine,1.34696954233201e-06,1.25023345543724e-05,-2.25186803928599e-05
rh_bankssts-rh_postcentral,-7.23024213745564e-06,7.91968793902578e-06,1.07553236171828e-05
rh_bankssts-rh_posteriorcingulate,-2.31467974996699e-06,1.2755316425398e-05,2.19401589146557e-05
rh_bankssts-rh_precentral,-1.41150969649656e-05,-1.48273711400672e-05,-1.62494905194267e-05
rh_bankssts-rh_precuneus,-1.1270971338452e-05,-6.76394556980633e-06,-1.15506744854529e-05
rh_bankssts-rh_rostralanteriorcingulate,-1.57977267709687e-05,-6.05557082683759e-06,2.16612105294425e-05
rh_bankssts-rh_rostralmiddlefrontal,-7.48624162746066e-06,-7.27938245769533e-07,-1.09646153059146e-06
rh_bankssts-rh_superiorfrontal,-1.65963408318415e-05,-1.49620300383914e-05,-1.10264201284713e-05
rh_bankssts-rh_superiorparietal,-4.25676535359386e-07,1.95382291499888e-05,3.35533738060976e-05
rh_bankssts-rh_superiortemporal,-1.25446985166375e-05,-7.78674349120524e-06,-1.81204430174669e-06
rh_bankssts-rh_supramarginal,-1.56530465110394e-05,-1.56225425216887e-05,-1.75229155229869e-05
rh_bankssts-rh_frontalpole,-1.81118441113007e-05,-1.52203315840519e-05,-5.54276831026955e-06
rh_bankssts-rh_temporalpole,-8.61826755578716e-06,4.7461310675276e-06,-9.2965894092903e-06
rh_bankssts-rh_transversetemporal,-4.57846738748852e-06,1.57348013255644e-06,1.21280408115314e-05
rh_bankssts-rh_insula,-3.93212551552947e-06,-1.26205512296597e-06,-5.11963511652236e-06
rh_caudalanteriorcingulate-rh_caudalmiddlefrontal,2.26381919693955e-06,2.98365708487841e-05,6.16191081314458e-05
rh_caudalanteriorcingulate-rh_cuneus,-2.14506025957353e-05,-3.22528532400103e-05,-8.979004033582e-05
rh_caudalanteriorcingulate-rh_entorhinal,-9.39057368925481e-06,4.1700037317799e-08,-4.36588837854197e-06
rh_caudalanteriorcingulate-rh_fusiform,6.46817854311583e-08,2.12060675403053e-05,4.17990311071251e-05
rh_caudalanteriorcingulate-rh_inferiorparietal,-5.61453410371843e-06,1.14536381791437e-05,2.48842558038386e-05
rh_caudalanteriorcingulate-rh_inferiortemporal,-2.96837083384258e-06,1.70638331467039e-05,3.32742125893893e-05
rh_caudalanteriorcingulate-rh_isthmuscingulate,-1.09578012271701e-05,-1.1045248092526e-05,-8.44334849982014e-06
rh_caudalanteriorcingulate-rh_lateraloccipital,-1.54571609097192e-05,-9.42500522776619e-06,-1.41063509984529e-05
rh_caudalanteriorcingulate-rh_lateralorbitofrontal,-1.89887287712272e-06,1.72149615409415e-05,3.76959801726081e-05
rh_caudalanteriorcingulate-rh_lingual,-1.63972340689616e-05,-1.70996855760447e-05,-4.44361901812277e-05
rh_caudalanteriorcingulate-rh_medialorbitofrontal,-1.20104412007129e-05,1.00463578050301e-06,6.06780253042291e-06
rh_caudalanteriorcingulate-rh_middletemporal,-5.13739069531438e-06,1.83857671238083e-05,4.82000766501277e-05
rh_caudalanteriorcingulate-rh_parahippocampal,-6.01364086094401e-06,1.21594580830153e-05,2.55019534742984e-05
rh_caudalanteriorcingulate-rh_paracentral,-1.01671941181237e-05,5.01903935156892e-06,1.85799422144714e-05
rh_caudalanteriorcingulate-rh_parsopercularis,2.93894625923268e-06,3.12867369894448e-05,6.84283897946382e-05
rh_caudalanteriorcingulate-rh_parsorbitalis,-6.44567951065138e-06,1.53931466611963e-05,3.81031080198112e-05
rh_caudalanteriorcingulate-rh_parstriangularis,-2.67384326105659e-06,2.01457759689082e-05,4.63092655732784e-05
rh_caudalanteriorcingulate-rh_pericalcarine,-1.03396771991456e-05,-1.75670595132642e-05,-5.67856486670774e-05
rh_caudalanteriorcingulate-rh_postcentral,-1.63146440633662e-05,-4.86614895902828e-06,-4.93378156481606e-06
rh_caudalanteriorcingulate-rh_posteriorcingulate,-4.46608891843456e-06,1.70369154708416e-06,1.96498878566923e-05
rh_caudalanteriorcingulate-rh_precentral,-3.69889134791398e-06,2.09093291451506e-05,4.71038608337139e-05
rh_caudalanteriorcingulate-rh_precuneus,-6.63932346728743e-06,8.54040289397229e-06,1.93732307517216e-05
rh_caudalanteriorcingulate-rh_rostralanteriorcingulate,-8.73401988396319e-07,9.64882009867546e-06,2.79726253914567e-05
rh_caudalanteriorcingulate-rh_rostralmiddlefrontal,-5.41346315850957e-06,1.15541134293988e-05,1.59866242653166e-05
rh_caudalanteriorcingulate-rh_superiorfrontal,-1.5640409978598e-06,2.25580881864645e-05,4.22943766039391e-05
rh_caudalanteriorcingulate-rh_superiorparietal,-6.18111486156969e-06,1.40030360519942e-05,2.72176413283496e-05
rh_caudalanteriorcingulate-rh_superiortemporal,-3.65953222551426e-06,2.33479676046221e-05,4.88567057062211e-05
rh_caudalanteriorcingulate-rh_supramarginal,-7.45429452901763e-07,2.2713576938893e-05,4.83540846999259e-05
rh_caudalanteriorcingulate-rh_frontalpole,-1.41813555471714e-05,1.52413954794697e-06,2.16659315788147e-05
rh_caudalanteriorcingulate-rh_temporalpole,-2.16998149200689e-06,2.30268296524502e-05,2.15461016566953e-05
rh_caudalanteriorcingulate-rh_transversetemporal,-5.7915407804504e-06,9.56045625022123e-06,2.59601604580848e-05
rh_caudalanteriorcingulate-rh_insula,2.02241348844305e-06,2.96619222923244e-05,6.05803465750685e-05
rh_caudalmiddlefrontal-rh_cuneus,3.99453852290293e-07,1.29135774234289e-05,-3.53393990168783e-05
rh_caudalmiddlefrontal-rh_entorhinal,-5.65708233059786e-06,4.83861312403334e-06,7.07184016967196e-06
rh_caudalmiddlefrontal-rh_fusiform,-5.42996581122296e-06,1.34790449020507e-05,2.70180934072343e-05
rh_caudalmiddlefrontal-rh_inferiorparietal,-1.14818667140893e-05,-9.89239544710438e-06,-2.05334836654321e-05
rh_caudalmiddlefrontal-rh_inferiortemporal,-6.89925819340441e-06,1.36025537487407e-05,3.58741080954276e-05
rh_caudalmiddlefrontal-rh_isthmuscingulate,9.63607020477671e-06,3.08589823748937e-05,9.64768130225366e-06
rh_caudalmiddlefrontal-rh_lateraloccipital,1.28734653435558e-06,2.01824930210204e-05,2.99257015096119e-06
rh_caudalmiddlefrontal-rh_lateralorbitofrontal,-1.01370602912375e-05,5.173143370545e-06,2.67037185562528e-05
rh_caudalmiddlefrontal-rh_lingual,6.28472513071121e-06,3.21289215247662e-05,2.08842106172721e-06
rh_caudalmiddlefrontal-rh_medialorbitofrontal,-1.05493348514715e-05,3.16231874426049e-06,1.83772193509118e-05
rh_caudalmiddlefrontal-rh_middletemporal,-8.02732635094768e-06,8.77959505454621e-06,2.80257966386395e-05
rh_caudalmiddlefrontal-rh_parahippocampal,-2.04965176425104e-06,1.54085066796739e-05,3.41570304792249e-05
rh_caudalmiddlefrontal-rh_paracentral,-9.26964642630452e-06,5.40464199491203e-06,1.43990823977333e-05
rh_caudalmiddlefrontal-rh_parsopercularis,-1.13802242843975e-05,-4.37252443560858e-06,5.81039515814502e-06
rh_caudalmiddlefrontal-rh_parsorbitalis,-1.47017348348135e-05,-5.8447930940597e-06,1.08442236327598e-05
rh_caudalmiddlefrontal-rh_parstriangularis,-1.14190658924033e-05,-7.39817106918444e-06,-1.32817909066714e-06
rh_caudalmiddlefrontal-rh_pericalcarine,9.41598539452565e-06,2.86198175035529e-05,-4.41164031245457e-06
rh_caudalmiddlefrontal-rh_postcentral,-2.93751058692684e-06,1.95276503888978e-05,1.90007789383735e-05
rh_caudalmiddlefrontal-rh_posteriorcingulate,3.03274137146397e-06,2.58461423080908e-05,3.72636920961074e-05
rh_caudalmiddlefrontal-rh_precentral,-1.14713868363247e-05,-3.68505403033767e-06,6.44000841148957e-06
rh_caudalmiddlefrontal-rh_precuneus,-5.85501516600114e-06,7.82115245874059e-06,5.33040851847839e-06
rh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-1.75753344537228e-05,-2.191671761324e-06,3.07232903870539e-05
rh_caudalmiddlefrontal-rh_rostralmiddlefrontal,-4.84686496696902e-06,2.84270201633664e-06,-4.29358010851043e-06
rh_caudalmiddlefrontal-rh_superiorfrontal,-2.18129544384912e-05,-1.70685275873658e-05,-1.3691761098541e-05
rh_caudalmiddlefrontal-rh_superiorparietal,3.37678133079603e-06,2.96607416260317e-05,3.87055238746946e-05
rh_caudalmiddlefrontal-rh_superiortemporal,-6.18870466545969e-06,1.51006232488692e-05,3.67985650886079e-05
rh_caudalmiddlefrontal-rh_supramarginal,-1.54112009283379e-05,-9.55310029282817e-06,-1.46340890125867e-06
rh_caudalmiddlefrontal-rh_frontalpole,-2.38670386592785e-05,-2.61929933806148e-05,-2.93464882830828e-05
rh_caudalmiddlefrontal-rh_temporalpole,-1.89325567176172e-06,2.18664469794748e-05,1.17611149755019e-05
rh_caudalmiddlefrontal-rh_transversetemporal,-3.57120597755501e-06,9.50900363538825e-06,2.92857051922123e-05
rh_caudalmiddlefrontal-rh_insula,8.08532721369142e-07,2.23853682920994e-05,3.64659619207617e-05
rh_cuneus-rh_entorhinal,2.43342715824858e-07,1.15091677591718e-05,-2.57110603542221e-05
rh_cuneus-rh_fusiform,-5.4585136359745e-06,5.69303426946922e-06,-3.89218576833911e-05
rh_cuneus-rh_inferiorparietal,-2.45430364879868e-06,6.76742327857944e-06,-4.79715074343533e-05
rh_cuneus-rh_inferiortemporal,-3.31039524624469e-06,9.17817596241601e-06,-4.22319747636303e-05
rh_cuneus-rh_isthmuscingulate,-1.16805442546433e-05,-1.56937338614489e-05,-6.63732141514403e-05
rh_cuneus-rh_lateraloccipital,-1.1764783165026e-05,-2.27993061422281e-05,-9.12487510498658e-05
rh_cuneus-rh_lateralorbitofrontal,-9.27973439400328e-06,-3.96444018438694e-06,-6.53688995913427e-05
rh_cuneus-rh_lingual,-8.24598317029944e-06,-6.2467118745588e-06,-2.55888685410695e-05
rh_cuneus-rh_medialorbitofrontal,-6.18427562497076e-06,6.35685504597909e-06,-2.88004888261143e-05
rh_cuneus-rh_middletemporal,-2.14997836520663e-06,1.15837293010796e-05,-4.09603364741991e-05
rh_cuneus-rh_parahippocampal,-1.29188415886863e-05,-1.93569029495705e-05,-7.79647789167673e-05
rh_cuneus-rh_paracentral,-3.05645928688659e-06,2.1728754854851e-06,-5.4541603286396e-05
rh_cuneus-rh_parsopercularis,2.319503911028e-06,1.82647540654318e-05,-2.3544513415548e-05
rh_cuneus-rh_parsorbitalis,-1.69213671435359e-06,9.15195283964487e-06,-4.23747584423152e-05
rh_cuneus-rh_parstriangularis,-4.31030079775369e-06,-3.54341556869944e-07,-6.85390704846373e-05
rh_cuneus-rh_pericalcarine,-4.18740364974709e-06,1.99529596354997e-08,5.05046441496488e-06
rh_cuneus-rh_postcentral,-4.58360160501406e-06,-1.88055656808783e-06,-5.70201175902053e-05
rh_cuneus-rh_posteriorcingulate,-1.55303110936471e-05,-1.45947647969611e-05,-5.45824327098743e-05
rh_cuneus-rh_precentral,4.65611853777044e-06,1.77127395073216e-05,-3.61295602181843e-05
rh_cuneus-rh_precuneus,8.24923431022694e-07,1.70244613496323e-05,-1.82538578288705e-05
rh_cuneus-rh_rostralanteriorcingulate,-1.93801102122735e-05,-2.20044526485306e-05,-6.37674690491568e-05
rh_cuneus-rh_rostralmiddlefrontal,-8.28590113625112e-06,-3.37381451431743e-06,-6.42868256861232e-05
rh_cuneus-rh_superiorfrontal,-2.62618441369489e-06,8.75387865869293e-06,-4.62194538836013e-05
rh_cuneus-rh_superiorparietal,-6.17711337254016e-06,-3.10441820671431e-06,-5.86560585872553e-05
rh_cuneus-rh_superiortemporal,7.72277802502033e-06,3.51848324268333e-05,1.1430533046664e-05
rh_cuneus-rh_supramarginal,2.50018101338424e-06,2.05417486139469e-05,-2.14790315238512e-05
rh_cuneus-rh_frontalpole,-9.5348026262268e-06,-5.99230228999751e-06,-3.53639714987314e-05
rh_cuneus-rh_temporalpole,4.40059988957718e-06,2.75027480584119e-05,-5.97043922636092e-06
rh_cuneus-rh_transversetemporal,-1.18442479458574e-05,-1.14450478518802e-05,-5.22164078913651e-05
rh_cuneus-rh_insula,-5.41236439324152e-06,6.67742980232837e-06,-2.41415012185471e-05
rh_entorhinal-rh_fusiform,-1.14228602956053e-05,-1.07444416983489e-05,-2.42520932514741e-05
rh_entorhinal-rh_inferiorparietal,-4.73888922436618e-06,2.61514395310021e-06,1.43833516720813e-06
rh_entorhinal-rh_inferiortemporal,-1.03306023293814e-05,-1.07310195297412e-05,-2.09912034836884e-05
rh_entorhinal-rh_isthmuscingulate,-4.9056394703055e-06,9.93051879893654e-07,-3.75851535002295e-05
rh_entorhinal-rh_lateraloccipital,-2.25735332240486e-06,1.06820239696534e-05,1.7786371829769e-06
rh_entorhinal-rh_lateralorbitofrontal,-1.00356717804629e-05,-7.52556773138893e-06,-2.32354484445901e-05
rh_entorhinal-rh_lingual,-1.81517143800195e-06,1.27063477776288e-05,-1.75074269846679e-05
rh_entorhinal-rh_medialorbitofrontal,-1.70405574058689e-06,8.15526614268286e-06,3.98636948391315e-06
rh_entorhinal-rh_middletemporal,-9.12990875222497e-06,-8.06573419868373e-06,-1.55654098804404e-05
rh_entorhinal-rh_parahippocampal,-1.11935846817195e-05,-1.21759966982482e-05,-4.20512915077055e-05
rh_entorhinal-rh_paracentral,-7.62959802842972e-06,7.13181011003924e-07,-1.49907595437934e-06
rh_entorhinal-rh_parsopercularis,-5.97212791213015e-06,3.36063837529856e-06,4.65935529198143e-06
rh_entorhinal-rh_parsorbitalis,2.93100870193125e-06,1.83962299717942e-05,2.65573539503841e-05
rh_entorhinal-rh_parstriangularis,8.33784437289772e-07,1.49932085500209e-05,2.27435465615223e-05
rh_entorhinal-rh_pericalcarine,-4.26983674828418e-07,1.11190918386266e-05,-1.4258064192162e-05
rh_entorhinal-rh_postcentral,-2.76486270913942e-06,1.21145198634957e-05,9.35144040395244e-06
rh_entorhinal-rh_posteriorcingulate,-1.54056853133727e-05,-1.3347063893651e-05,-3.66682948191207e-05
rh_entorhinal-rh_precentral,-7.05212521671613e-06,2.25657405860501e-06,8.64342540543804e-07
rh_entorhinal-rh_precuneus,-5.16976352797402e-06,2.64713899253115e-06,-6.05106795053938e-06
rh_entorhinal-rh_rostralanteriorcingulate,-2.08818824623342e-05,-2.48369668071064e-05,-4.14551048921298e-05
rh_entorhinal-rh_rostralmiddlefrontal,-3.77738682725305e-06,2.12781218022226e-06,-1.47073958154631e-05
rh_entorhinal-rh_superiorfrontal,-5.34284729062866e-06,-8.14093063060158e-07,-1.47989234176156e-05
rh_entorhinal-rh_superiorparietal,2.60668156598742e-06,2.31678492747878e-05,2.6533890252325e-05
rh_entorhinal-rh_superiortemporal,-8.66114094463621e-06,-5.00112634459358e-06,-1.01886736021642e-05
rh_entorhinal-rh_supramarginal,-7.31537141579687e-06,-1.38497280061193e-06,-3.83645299866911e-06
rh_entorhinal-rh_frontalpole,2.36816156291366e-06,1.73775560514354e-05,2.02190165587812e-05
rh_entorhinal-rh_temporalpole,2.95058113062414e-06,1.72378214082898e-05,1.08212965232125e-05
rh_entorhinal-rh_transversetemporal,-1.69377186612898e-05,-2.17846471562565e-05,-4.42073423472657e-05
rh_entorhinal-rh_insula,-1.37362822397998e-05,-1.44980227507737e-05,-4.0615067110327e-05
rh_fusiform-rh_inferiorparietal,-1.20580180406115e-05,-1.94031421475066e-06,-1.5375768983628e-06
rh_fusiform-rh_inferiortemporal,-1.73154275787742e-05,-1.74940188282903e-05,-4.02470676671203e-05
rh_fusiform-rh_isthmuscingulate,5.41580853644521e-06,2.5918102453856e-05,2.16571187975283e-05
rh_fusiform-rh_lateraloccipital,-2.60759323296156e-06,2.18770703377704e-05,2.82012141144974e-05
rh_fusiform-rh_lateralorbitofrontal,-1.04160387147653e-05,3.76635007555322e-06,2.6297206345525e-05
rh_fusiform-rh_lingual,4.22437420356761e-07,2.52833411932745e-05,9.53710502923757e-06
rh_fusiform-rh_medialorbitofrontal,-1.39560069399232e-05,-6.41316175518401e-06,-6.84757491311671e-06
rh_fusiform-rh_middletemporal,-1.72134335126697e-05,-1.32651895171302e-05,-2.15790707245584e-05
rh_fusiform-rh_parahippocampal,-7.69416857188836e-06,2.1511094076281e-06,7.45746515235825e-06
rh_fusiform-rh_paracentral,-1.26477439966545e-05,1.20295047583032e-06,1.97081960256076e-05
rh_fusiform-rh_parsopercularis,-9.47930895264905e-06,6.24671216165021e-06,1.89723942248548e-05
rh_fusiform-rh_parsorbitalis,-6.69528439653782e-06,1.20413652546302e-05,3.03798052250783e-05
rh_fusiform-rh_parstriangularis,-4.76275995704599e-06,1.65899949104254e-05,4.24100007502389e-05
rh_fusiform-rh_pericalcarine,3.27216035169276e-06,1.42838047824119e-05,-2.37376757642512e-05
rh_fusiform-rh_postcentral,-8.09656661286354e-06,1.26740710736645e-05,2.43168932352833e-05
rh_fusiform-rh_posteriorcingulate,-2.91560580344273e-06,1.36086820303563e-05,2.02644242487682e-05
rh_fusiform-rh_precentral,-1.19075449959269e-05,3.42632341192408e-06,2.01965761839579e-05
rh_fusiform-rh_precuneus,-1.3585531872504e-05,-4.08059031274631e-06,-7.02215435863604e-06
rh_fusiform-rh_rostralanteriorcingulate,-1.9581487862659e-05,-1.21093358620137e-05,7.77431785492726e-06
rh_fusiform-rh_rostralmiddlefrontal,9.25107940833509e-07,1.91476839646732e-05,1.69125032460354e-05
rh_fusiform-rh_superiorfrontal,-1.36105452186533e-05,-5.3469465517982e-06,-2.36139425226638e-05
rh_fusiform-rh_superiorparietal,1.38013624249275e-06,3.1137570119399e-05,4.37212442081013e-05
rh_fusiform-rh_superiortemporal,-2.09491601165228e-05,-1.66271618113935e-05,-3.089799028531e-05
rh_fusiform-rh_supramarginal,-1.34166950509426e-05,-3.6816677032274e-06,1.22715170982497e-06
rh_fusiform-rh_frontalpole,-1.50972306281971e-05,-1.01946746465952e-05,-1.9843981890827e-05
rh_fusiform-rh_temporalpole,-9.09306840696255e-06,9.79128983687979e-07,-2.89513414719605e-05
rh_fusiform-rh_transversetemporal,-1.76331750735516e-05,-1.58270561136492e-05,-1.29807353658556e-05
rh_fusiform-rh_insula,-1.38365275441547e-05,8.4570311918351e-07,8.11661860341829e-06
rh_inferiorparietal-rh_inferiortemporal,-1.2900378531598e-05,-2.64525402996837e-06,1.7794147033541e-06
rh_inferiorparietal-rh_isthmuscingulate,5.61767708771162e-06,2.07414090912196e-05,-6.24533703402373e-06
rh_inferiorparietal-rh_lateraloccipital,-4.64038633205249e-06,9.74003805307084e-06,-1.82222615805572e-05
rh_inferiorparietal-rh_lateralorbitofrontal,-1.74455864943799e-05,-1.13762454276796e-05,-3.0167474218133e-07
rh_inferiorparietal-rh_lingual,1.94086497430119e-06,2.24587252692838e-05,-1.6941853495367e-05
rh_inferiorparietal-rh_medialorbitofrontal,-1.70642205848962e-05,-1.08267746839006e-05,1.0495900931191e-05
rh_inferiorparietal-rh_middletemporal,-1.11118648906948e-05,-2.79410998239718e-06,-7.28178069021581e-06
rh_inferiorparietal-rh_parahippocampal,-1.27366753528263e-05,-1.02630458398548e-05,-1.48240838507548e-05
rh_inferiorparietal-rh_paracentral,-1.55825057288835e-05,-1.4003750727366e-05,-3.08251131491218e-05
rh_inferiorparietal-rh_parsopercularis,-6.19989085458885e-06,3.74360895645656e-06,1.24189417137719e-05
rh_inferiorparietal-rh_parsorbitalis,-6.98223777661532e-06,1.07845230463585e-05,6.04582562298922e-05
rh_inferiorparietal-rh_parstriangularis,-7.62287927226428e-06,1.12080244099521e-06,2.63228948173869e-05
rh_inferiorparietal-rh_pericalcarine,6.06603561026698e-06,2.04846553748138e-05,-1.85309161942109e-05
rh_inferiorparietal-rh_postcentral,-6.64296012652096e-06,1.02558138298249e-05,9.71255354016882e-06
rh_inferiorparietal-rh_posteriorcingulate,-6.69131918020088e-06,4.10575168507219e-06,-3.66991246150969e-06
rh_inferiorparietal-rh_precentral,-8.42661466533314e-06,-2.81569045857015e-06,-4.02666978067678e-06
rh_inferiorparietal-rh_precuneus,-1.32674399655868e-05,-5.63735511772706e-06,-6.78627078748033e-06
rh_inferiorparietal-rh_rostralanteriorcingulate,-2.45172708513029e-05,-2.00603243457742e-05,-4.02158617460696e-06
rh_inferiorparietal-rh_rostralmiddlefrontal,-1.43150833759348e-05,-1.38199817082694e-05,-1.45597833321188e-05
rh_inferiorparietal-rh_superiorfrontal,-1.87325546401266e-05,-1.83224101635555e-05,-2.12801749921572e-05
rh_inferiorparietal-rh_superiorparietal,5.22196509446129e-06,3.92795700063624e-05,6.83504600714376e-05
rh_inferiorparietal-rh_superiortemporal,5.12438197198299e-07,2.26539397683645e-05,3.95663111320632e-05
rh_inferiorparietal-rh_supramarginal,-9.75055949525518e-06,-5.04108465158586e-07,1.09917316785616e-05
rh_inferiorparietal-rh_frontalpole,-1.72128015615085e-05,-1.36986725252789e-05,1.28935979733895e-05
rh_inferiorparietal-rh_temporalpole,1.42410636784101e-06,2.37407668308841e-05,1.08200533950843e-05
rh_inferiorparietal-rh_transversetemporal,-1.36572192219398e-05,-1.10466621817294e-05,-5.82128609524073e-06
rh_inferiorparietal-rh_insula,-7.5229611642808e-06,9.37933924338156e-07,-1.9650198196179e-05
rh_inferiortemporal-rh_isthmuscingulate,6.54711151143564e-06,2.72834664261006e-05,9.80728288566153e-06
rh_inferiortemporal-rh_lateraloccipital,-7.41884424590015e-08,2.83625471274072e-05,3.7844560838031e-05
rh_inferiortemporal-rh_lateralorbitofrontal,-1.65151940837052e-05,-1.1744491085534e-05,-1.37239918419511e-05
rh_inferiortemporal-rh_lingual,-8.93453136850613e-07,1.96757375784743e-05,-1.51031769168234e-05
rh_inferiortemporal-rh_medialorbitofrontal,-1.2320916906114e-05,-4.90368476060279e-06,-5.87473887067506e-06
rh_inferiortemporal-rh_middletemporal,-1.48481900280175e-05,-9.79962061564905e-06,1.4570784001378e-06
rh_inferiortemporal-rh_parahippocampal,-1.2219226142946e-05,-1.38059126258649e-05,-4.08408029267358e-05
rh_inferiortemporal-rh_paracentral,-1.65280909426344e-05,-9.02280062164657e-06,-6.07671696323949e-06
rh_inferiortemporal-rh_parsopercularis,-1.21199844291955e-05,1.75405029799916e-06,1.20443633490132e-05
rh_inferiortemporal-rh_parsorbitalis,4.74530833165934e-07,2.89390583203649e-05,7.86468856091833e-05
rh_inferiortemporal-rh_parstriangularis,-1.44140729304074e-06,2.18940452419182e-05,5.45924102172572e-05
rh_inferiortemporal-rh_pericalcarine,4.30727061283408e-06,1.84533538616818e-05,-1.77197099189045e-05
rh_inferiortemporal-rh_postcentral,-9.03883036426261e-06,8.21691549388642e-06,7.47466486997123e-06
rh_inferiortemporal-rh_posteriorcingulate,-1.1304890893532e-05,-1.38510338139859e-07,-1.33805469186258e-05
rh_inferiortemporal-rh_precentral,-1.4336140199838e-05,-1.57453947142787e-06,1.67029998809071e-05
rh_inferiortemporal-rh_precuneus,-1.45707692767255e-05,-6.49469352074065e-06,-1.81138651139463e-05
rh_inferiortemporal-rh_rostralanteriorcingulate,-2.62894082202892e-05,-2.53886936809008e-05,-2.76652483720611e-05
rh_inferiortemporal-rh_rostralmiddlefrontal,4.9147188778918e-06,2.85780492231215e-05,4.33791724206273e-05
rh_inferiortemporal-rh_superiorfrontal,-1.59924043255733e-05,-6.81608091594014e-06,-9.78960112644536e-06
rh_inferiortemporal-rh_superiorparietal,2.74164269632549e-06,3.401305650101e-05,4.67496903317966e-05
rh_inferiortemporal-rh_superiortemporal,-2.1035392863708e-05,-1.89192629804066e-05,-3.24418092485902e-05
rh_inferiortemporal-rh_supramarginal,-1.47087279789254e-05,-5.86211693708201e-06,4.09273050908341e-06
rh_inferiortemporal-rh_frontalpole,-1.30943688022692e-05,-3.64832116539942e-06,4.0520218912259e-06
rh_inferiortemporal-rh_temporalpole,-7.14321385913651e-06,3.31371132160128e-06,-2.63674995909185e-05
rh_inferiortemporal-rh_transversetemporal,-2.27996231698812e-05,-2.8168055608536e-05,-4.98852602082804e-05
rh_inferiortemporal-rh_insula,-2.03371560389242e-05,-2.00140858645437e-05,-6.11489018360969e-05
rh_isthmuscingulate-rh_lateraloccipital,6.33263020294401e-07,1.43532939155652e-05,1.19678636454653e-05
rh_isthmuscingulate-rh_lateralorbitofrontal,1.12541279395596e-06,1.51871578589001e-05,-7.10748645679566e-06
rh_isthmuscingulate-rh_lingual,-6.77399535943451e-06,3.53515286776682e-07,-1.76372599694475e-05
rh_isthmuscingulate-rh_medialorbitofrontal,-1.83747266248986e-06,1.63255905591403e-05,6.25390668898617e-06
rh_isthmuscingulate-rh_middletemporal,4.04764166054795e-06,2.63084518508799e-05,1.3013453762795e-05
rh_isthmuscingulate-rh_parahippocampal,-2.55877815228663e-06,4.79064840542551e-06,-1.83408919752219e-05
rh_isthmuscingulate-rh_paracentral,-3.6400090036742e-06,6.5435359293107e-06,-2.2780726590244e-05
rh_isthmuscingulate-rh_parsopercularis,8.08743245106419e-06,2.94030524994121e-05,1.51677388750738e-05
rh_isthmuscingulate-rh_parsorbitalis,3.649213512014e-06,2.52198044553472e-05,1.44090723770162e-05
rh_isthmuscingulate-rh_parstriangularis,9.41763472608274e-06,3.05894518452265e-05,1.80648785818419e-05
rh_isthmuscingulate-rh_pericalcarine,-1.04549496017731e-06,5.40705942243991e-06,2.10768400409854e-06
rh_isthmuscingulate-rh_postcentral,-1.13289334534228e-06,1.77346745944982e-05,1.8239200727704e-05
rh_isthmuscingulate-rh_posteriorcingulate,-1.38696798979901e-05,-1.39350131691819e-05,-2.01799045732907e-05
rh_isthmuscingulate-rh_precentral,7.2902753367942e-06,2.80645654291371e-05,3.72882269976265e-06
rh_isthmuscingulate-rh_precuneus,4.09995624062905e-06,1.81735035001971e-05,-4.18342731968104e-06
rh_isthmuscingulate-rh_rostralanteriorcingulate,-1.27217950856078e-05,-1.44292207336615e-05,-2.61852628574768e-05
rh_isthmuscingulate-rh_rostralmiddlefrontal,8.77917056300664e-06,2.5995238926108e-05,-3.49075432869524e-07
rh_isthmuscingulate-rh_superiorfrontal,4.72483417998638e-06,1.96458558391857e-05,-2.34814658610265e-05
rh_isthmuscingulate-rh_superiorparietal,1.04972267341927e-05,3.8803162113366e-05,4.49974871675998e-05
rh_isthmuscingulate-rh_superiortemporal,3.8096720744517e-06,2.630608538288e-05,1.60678459675045e-06
rh_isthmuscingulate-rh_supramarginal,8.18087269376652e-06,2.77593197500583e-05,5.58783444676108e-06
rh_isthmuscingulate-rh_frontalpole,-1.10213476906237e-05,-4.26309108178896e-06,-2.19941109610396e-05
rh_isthmuscingulate-rh_temporalpole,-1.4411619473705e-06,1.87768605620126e-05,-1.74146884002401e-05
rh_isthmuscingulate-rh_transversetemporal,-9.2637857586167e-06,-1.11006561363248e-06,-5.09221747607254e-06
rh_isthmuscingulate-rh_insula,-9.61457441706115e-06,-2.51485749028068e-06,-3.45788615552223e-05
rh_lateraloccipital-rh_lateralorbitofrontal,-1.10323448661624e-05,4.77673096909335e-06,3.48035826824661e-06
rh_lateraloccipital-rh_lingual,-4.0139874272214e-06,3.40647529707038e-06,-2.84583921314631e-05
rh_lateraloccipital-rh_medialorbitofrontal,-1.21411846839048e-05,4.99249912483965e-06,1.94324181754256e-05
rh_lateraloccipital-rh_middletemporal,-1.52468108287564e-06,2.34900114876938e-05,1.6126119794195e-05
rh_lateraloccipital-rh_parahippocampal,-1.25464878036779e-05,-1.0418211918673e-05,-2.64189609081843e-05
rh_lateraloccipital-rh_paracentral,-1.04656408767723e-05,-7.3173304747711e-06,-4.86423349642737e-05
rh_lateraloccipital-rh_parsopercularis,7.78100574501625e-07,1.92648617703176e-05,2.95344830405811e-06
